频域幅值平均值,重心频率,均方频率,频率方差,均方根频率,频率幅值方差,频域幅值偏度指标,频域幅值峭度指标,频率标准差,频域频率歪度,频域频率峭度,平方根比率,标签
5481.571211089886,2935.3319870447667,1209.8610766737982,10079937.699018462,21134.9774544474,416639649.05775046,5.337066467525436,29.907882424990184,390036.0787768696,2.664160133325628,6.434690296097584,1.104347491862839,1
348.8075739341075,11891.001209244943,2437.3122537987315,147336400.78078085,3198.882617415025,10111183.276366204,11.667743213153628,134.41570718098816,14906.981228494808,4.091840229350333,27.936268164870565,1.412285585561913,0
358.7992945331408,1509.3777176512183,872.3040924892964,3039135.524315579,1262.127172673182,1464228.0662425202,5.126994113175386,26.103801128130467,21605.14837917731,2.771679084564715,9.84107602397038,1.0807113360154996,0
14935.372682746833,2163.283972371921,1038.8219851788665,5758948.662012202,44336.56271070187,1742665435.8274598,4.674229747758042,24.107967810378256,1256369.828701071,1.7609150273924996,1.8274326431510115,1.0892119386502168,0
5414.748847897351,2910.6464550844976,1206.3232375541847,9927078.539959162,21143.07011765321,417709908.9141943,5.319494988585864,29.771709190633537,393063.4797082968,2.6433743629872204,6.361567953786702,1.1043887967146566,1
354.7314837292313,8728.84025092763,2089.9419759858683,80560509.58920254,3236.160688223006,10346901.574451262,11.664228231048334,134.35875177634304,14636.742788019794,4.361898454293927,31.578249785470973,1.4121094104673335,0
5432.6364115654105,2916.7633909605765,1207.3072665285351,9965099.514660437,21096.444487164183,415546431.61973375,5.333869678419408,29.951834629168253,392162.4210639636,2.6343233883065698,6.20562322602812,1.1047855558288553,1
14235.51729634096,2113.068311145267,1026.8170352533036,5519410.9114526985,43255.32876999087,1668373514.3055773,4.403153187810346,21.466621083072457,1356595.515036577,2.188557930239011,3.567271029028676,1.0831137044582126,0
5958.121920948089,2587.161468364324,1136.1457144604417,7984231.547875876,21944.986807924943,446083229.1751178,5.111345751818104,27.34853122738453,431395.05879453145,2.635327322143133,6.159087085776019,1.095976087518122,1
14850.896856652918,1613.832452458072,898.6968746919855,3412111.2571879784,44642.68412629331,1772420108.5530565,4.6138389096014025,23.242437633506263,1223253.9702149944,2.010237024543684,3.057404467821895,1.0855362503512285,0
5522.95142970006,2871.3280694555683,1198.455011580457,9680819.297225729,21347.523907938365,425213784.5051741,5.251831345722589,28.886010466205946,402650.1511518539,2.6778062025419653,6.5458428729066025,1.1012465159852394,1
14842.066503707934,1895.3702883029384,973.4510822764812,4540035.539366822,44598.16900950083,1768709740.8995109,4.328160481987877,20.709058433997043,1402818.395106156,2.2115533840524497,3.7390698929100568,1.0814929601901342,0
13643.36391145735,1961.80694528968,990.377464666582,4829534.013106232,43163.478404781046,1676944489.1795433,4.654794627056704,23.720351841566607,1226562.264265715,1.8444209664638824,2.168265021521424,1.0881456883936826,0
339.4220667530837,1703.739808349316,926.4358642455568,3761012.745114574,1202.9995843723304,1332000.660601065,4.981184376483953,24.461909858024363,21717.140064548134,2.799554291881122,9.88830261807422,1.076015640680578,0
5658.635982566463,2811.7701495371457,1184.1980159371085,9308376.314777533,21513.061497611165,430791653.81680405,5.17212609986907,27.952562600578435,418638.3886183859,2.624836051126404,6.149517503130106,1.0980452999717774,1
15598.87097955292,2087.94801783328,1020.4485355480672,5400842.13887612,47442.77913444785,2007492516.163262,4.422500805644668,21.70618889957708,1465428.860467422,2.107589965182948,3.063667135920684,1.084581064926377,0
5315.999470045234,2967.1226101222524,1217.266886434534,10285555.256308729,20741.8193030409,401963217.63447887,5.390823692220806,30.62466510446771,377039.8358353716,2.695056954589976,6.587898553931613,1.107213780693841,1
357.9821609419648,11503.27503921773,2397.4716314105613,138073206.85130668,3258.808524599136,10491681.77244732,11.651742951073569,134.15577679938073,16046.764369010438,3.924276726284373,23.35172004975982,1.4115981407153937,0
5388.0328391262265,3022.4000894418205,1228.926250136293,10645162.02893198,21167.305024494734,419023904.1244974,5.320050605419526,29.695328921931363,390384.8571302847,2.7467475647724315,6.946938621730844,1.1041141180300331,1
361.1257717162897,10201.577393469604,2258.214210385589,109171712.73493688,3242.5960278764305,10384017.177002318,11.65817624047713,134.2601117165693,15737.962413864489,3.531684658656686,22.066161734915752,1.4118043234358253,0
5497.089422965727,2880.9785387431443,1199.8789135520374,9739746.7478854,21130.852562071417,416294937.8759185,5.321602260446563,29.765230955089866,387505.35974203824,2.7183889283991944,6.79555963539841,1.1042336963482604,1
351.9990131477916,9507.5174989833,2181.4947563553583,95151808.36547984,3238.270680471292,10362493.694742983,11.665051759974736,134.37160479854492,15950.790364075634,3.845570530633017,23.13462058040324,1.412179262830542,0
13093.49116442682,2264.2806116248894,1063.6342998619125,6258284.612023114,42101.5968462005,1601104946.1270766,4.762656363322281,24.623855973772045,1104418.318311422,1.9712235702831733,2.868319201188262,1.0899206801742056,0
395.1640864154056,2560.4910735581625,1132.7273680101375,7839185.828010195,1502.0402790870824,2099970.344807478,5.466134672207778,30.08337866798384,25494.50606887852,2.342964582424363,6.870848376616468,1.0951457258465247,0
342.6479788347661,2200.8506650918725,1048.974129748762,5944090.374917505,1194.9292866107182,1310448.3626004497,4.8484425986940485,23.06959248713129,22758.17639397796,2.6758486103111183,9.065735651026186,1.0739702853991786,0
5430.808933097653,2960.645939166032,1216.212811257031,10244597.979366072,21453.35920083379,430752935.3321867,5.29581088620528,29.46312552666169,402880.08915216406,2.690747741629038,6.528359612749807,1.1030147251444602,1
357.1102577873864,9484.80174587685,2178.337895563817,94706620.14583804,3274.450030157736,10594495.263783025,11.656680259327096,134.2354348220875,15005.855423791752,4.314278048518714,30.224867262987985,1.4118216381015736,0
15627.89048223109,1792.34364896068,947.8798761064764,4110972.015497316,45320.86201739768,1809749573.075391,4.186195993562153,19.66790098375757,1594679.066115906,1.6736616407622489,1.420560076814854,1.080292875960258,0
338.3899487235937,2443.976385585021,1105.172315221027,7194426.419628228,1217.4822380634553,1367755.2426028436,5.102449420732055,25.894467900627244,21446.07363123704,2.676145875534075,8.995588695455867,1.0823615987920412,0
14731.269610194984,1956.146850763021,988.447839367768,4803539.632900888,43139.05088200249,1643967406.671746,4.50370600671872,22.564543828667293,1322432.088814274,1.761974448892947,2.005289266800956,1.0866355262057823,0
5831.506330066818,2811.197663101932,1184.133546783902,9305004.557648776,21895.032747178077,445385992.9223906,5.084365990753683,27.07516446103492,439877.47187323833,2.5634525429705617,5.727043387427905,1.0955234231668791,1
15976.38685531251,1917.105568335168,977.5860108403996,4630968.168732556,46161.45832835007,1875635298.049398,4.289342142860654,20.430252209896537,1503920.5278232452,1.9214216905068755,2.3941718451337177,1.079940273700465,0
5414.748847897351,2910.6464550844976,1206.3232375541847,9927078.539959162,21143.07011765321,417709908.9141943,5.319494988585864,29.771709190633537,393063.4797082968,2.6433743629872204,6.361567953786702,1.1043887967146566,1
354.7314837292313,8728.84025092763,2089.9419759858683,80560509.58920254,3236.160688223006,10346901.574451262,11.664228231048334,134.35875177634304,14636.742788019794,4.361898454293927,31.578249785470973,1.4121094104673335,0
5249.586170000169,3154.2578696452238,1254.5870978153628,11523331.494223597,21401.990047656785,430487023.043743,5.421841920994747,30.476111920406357,365933.6439984223,3.08410417968074,9.32544767499021,1.1036601775667465,1
359.4432551475227,10317.648592074038,2271.5165528477546,111613659.91938911,3316.874733842085,10872458.546328953,11.663330293959635,134.34275759947715,15050.527931139091,4.398742250980584,31.455632230248312,1.4121212606327822,0
5581.012217201021,2846.5281863017062,1191.4101088192124,9522180.76280669,21353.307893626225,424816060.6314529,5.266201045362914,29.024893928516967,398012.876587016,2.7136430993779097,6.741287037841616,1.1012733742426437,1
14889.58701119221,1656.2616258690302,911.5603578041272,3574144.8592463112,42996.63108895859,1627010483.6361363,4.525039777632977,22.43731001490781,1188383.8743326974,1.957113298943273,2.92353155641826,1.0836480946498095,0
5994.283759816786,2716.243327522407,1163.3759798537385,8731421.484810643,21965.1900970604,446538138.2067968,5.127604408723391,27.614625398107925,430489.5577823769,2.5968285026220705,5.940485303301749,1.097185296913968,1
15820.218153109634,1792.8570178394618,945.4887130926016,4108285.193001713,46046.66101901419,1870015688.5880208,4.3948443887236985,21.31115401179825,1380588.484957634,2.1731918377614634,3.5690688817697422,1.0818463944922554,0
14447.000676802149,1645.9211173024169,911.5472827434312,3539974.7730589663,43937.80803590457,1721815146.4444785,4.623187910604403,23.617175178592888,1301235.106598311,1.7615010621648213,1.7086351692943946,1.0884600555218924,0
5859.494451426793,2580.791841953123,1136.7329510487086,7952648.333491688,22062.47776202845,452419249.7736986,5.058749947011791,26.77006980955045,446311.9492102823,2.581871885053755,5.824184163566603,1.0945429973713363,1
19970.732897814727,1399.929674276598,837.247712461085,2660786.824941501,54526.437670179774,2574302232.5241413,3.7842142169036297,15.751048568273356,2006308.3927042843,1.9034033997782585,2.2480806200732832,1.0689640910351366,0
5191.352719133782,3044.20577517012,1233.931064438084,10789774.673364406,20659.793537206515,399876925.9455424,5.452941218047292,31.27753308871829,369446.6885546073,2.683561343475793,6.575997108433842,1.1085965407242844,1
357.783304161843,10724.785442309783,2314.902876015451,120379798.10896426,3254.777411744158,10465567.107263034,11.666909594936383,134.40130347538593,15561.620745587868,3.6730117911124935,23.847221406062676,1.412216517860141,0
5310.688120296221,3034.9957450064403,1230.9444036029176,10726423.296968551,20986.86184259095,412244961.6889447,5.415725465066167,30.767320078016454,376961.295096148,2.6884551044803,6.692699532000601,1.1065783500131383,1
349.4676685234237,11237.21864435963,2369.542645364744,131889815.20934632,3222.9891405339854,10265531.348656803,11.671007490928083,134.46770278204866,15470.92482310138,3.85750317144634,24.58874815068948,1.4124378632072598,0
13549.228319425622,1901.709946634757,977.4759425282786,4571959.93935112,42555.17811030756,1627361595.9480748,4.7508333378550125,24.66548698581336,1160915.6228119866,1.869862076109332,2.2533551947308066,1.0898067786733483,0
5794.138706074953,2788.337194406168,1179.5031029859624,9166051.87966238,21902.521361706284,446148398.6547641,5.092472282566921,27.165604276591345,438397.37345312926,2.572970599608725,5.863874348243048,1.0959440183396458,1
16611.810963905282,1279.45965424101,802.3540331096309,2280789.001277817,48054.21836842215,2033255639.499477,4.550824592940851,22.893939504178228,1375866.6493332975,1.930038985195385,2.5650036574486936,1.0860629935950958,0
387.21545437743066,2179.826533478217,1045.6761268282664,5845082.27827421,1441.9146992800927,1929182.19189128,5.382746237008976,29.069784292822177,23714.146395779924,2.6932662679312944,8.97574049976146,1.0909907822064422,0
5788.821882630822,2710.582764578214,1163.7646427564828,8701607.067358604,21905.267357418856,446330279.2111746,5.086559248567022,27.077072722515336,439163.4296597376,2.5914036709989645,5.877605706377532,1.0954392957569443,1
13747.105573506416,1796.939464274452,950.5431663370764,4132523.749337064,42682.41681301564,1632805793.3508687,4.684549441523803,23.916491217518505,1163815.9920368833,1.9376769702623973,2.5272245443917187,1.0872251190977638,0
5430.808933097653,2960.645939166032,1216.212811257031,10244597.979366072,21453.35920083379,430752935.3321867,5.29581088620528,29.46312552666169,402880.08915216406,2.690747741629038,6.528359612749807,1.1030147251444602,1
357.1102577873864,9484.80174587685,2178.337895563817,94706620.14583804,3274.450030157736,10594495.263783025,11.656680259327096,134.2354348220875,15005.855423791752,4.314278048518714,30.224867262987985,1.4118216381015736,0
5310.688120296221,3034.9957450064403,1230.9444036029176,10726423.296968551,20986.86184259095,412244961.6889447,5.415725465066167,30.767320078016454,376961.295096148,2.6884551044803,6.692699532000601,1.1065783500131383,1
349.4676685234237,11237.21864435963,2369.542645364744,131889815.20934632,3222.9891405339854,10265531.348656803,11.671007490928083,134.46770278204866,15470.92482310138,3.85750317144634,24.58874815068948,1.4124378632072598,0
340.23045154191857,1695.4853527320174,919.5827118052516,3720302.945179912,1151.0373582121476,1209130.2398435825,4.990783301753967,24.77890789536575,20302.417840527643,2.7587341896169075,9.500613195736776,1.0788357556436496,0
5445.067315858491,2926.8972844534783,1209.302324737414,10029139.826356484,21292.05518497451,423702855.9257696,5.277814900702191,29.137877416672826,398403.6099502381,2.692354102814104,6.599320283823708,1.1015036905805085,1
13932.501688494349,1764.5097393152842,941.1575795338632,3999272.209652528,42629.05421188699,1623121659.700102,4.579475837625898,22.925445701589517,1225393.5461341152,1.896490793649029,2.2613810024582754,1.0851730378914966,0
324.1687343144144,1859.174219543114,962.6136906932117,4383153.896123752,1107.0158083785434,1120398.631692991,4.924785358976672,23.99721898125551,20279.71927894128,2.6115396807027222,8.794051938140523,1.0762876130476084,0
5361.407597680452,2949.711699409609,1213.5857714476358,10173589.534294074,21130.49909491018,417753300.5715343,5.286079735481966,29.099772036029364,387283.5392807928,2.8352013386106845,7.669574582170922,1.1012755344468454,1
353.1519136932922,11740.796481814315,2422.100694224495,143712873.80034608,3243.124111100283,10393137.725854764,11.659463078233433,134.28114690615044,15780.956749672376,3.9311465027289754,24.33732481535332,1.41194957682405,0
5191.352719133782,3044.20577517012,1233.931064438084,10789774.673364406,20659.793537206515,399876925.9455424,5.452941218047292,31.27753308871829,369446.6885546073,2.683561343475793,6.575997108433842,1.1085965407242844,1
357.783304161843,10724.785442309783,2314.902876015451,120379798.10896426,3254.777411744158,10465567.107263034,11.666909594936383,134.40130347538593,15561.620745587868,3.6730117911124935,23.847221406062676,1.412216517860141,0
347.0010697992934,2234.657840231072,1057.46068687469,6111918.767191678,1246.6182254403311,1433647.2575581458,5.182421775288403,26.76166261138878,21518.57279488648,2.4843110615247235,8.376550077816008,1.0842103385734092,0
333.92386034463044,2160.5192986591915,1036.7956293432155,5742788.816903998,1182.4351990701225,1286647.85549254,5.077294129217468,25.726367506887087,21162.343934795084,2.5931189837309168,8.281568065971792,1.080289980028078,0
5394.989666431345,3038.98889248564,1231.3190957808868,10751600.20428577,21173.912109008103,419228640.4990991,5.29993667803371,29.469336083917295,393442.7045611854,2.7308968358240344,6.804078869757488,1.1033325433336771,1
348.9402236719912,8379.691124455545,2048.2197981229697,74414427.68270217,3224.045129957085,10272707.72030374,11.672322290024209,134.48903478863363,14369.284432440863,4.627961943598328,34.460904695649496,1.4124820226086978,0
6006.888063864084,2631.658945200498,1145.0850466641907,8236848.567947727,22028.293556242617,449163012.7882071,5.089903173116594,27.08496592331648,433821.553009662,2.63109069707854,6.132325893622255,1.0950589351530138,1
17887.348449600042,1188.8657963995026,772.1046289880863,2009547.4399534524,48959.45456191276,2077070956.4425912,4.4770071566824745,22.44936046375339,1401950.6905979333,2.055365225248444,3.3462841007987176,1.084253814285776,0
389.264929489872,2558.8338143210394,1131.4052491389689,7827708.32709197,1460.640270566302,1981942.8146692447,5.443865314475714,29.77823419628565,23537.87769659025,2.5998660992263227,8.812495704750054,1.0934940373793791,0
5831.506330066818,2811.197663101932,1184.133546783902,9305004.557648776,21895.032747178077,445385992.9223906,5.084365990753683,27.07516446103492,439877.47187323833,2.5634525429705617,5.727043387427905,1.0955234231668791,1
15976.38685531251,1917.105568335168,977.5860108403996,4630968.168732556,46161.45832835007,1875635298.049398,4.289342142860654,20.430252209896537,1503920.5278232452,1.9214216905068755,2.3941718451337177,1.079940273700465,0
348.4774318977046,2144.702498152109,1037.7584560634643,5676691.418711122,1269.2348088513804,1489520.4794579807,5.155959450986249,26.41432661208985,21522.11515045556,2.94158647925898,10.717506461171142,1.0823859567155598,0
5404.851131605342,3043.1208521868684,1231.5121555132253,10777206.710191354,20754.711609656253,401545638.2451845,5.394909885936153,30.66223858606552,374219.1230849402,2.6853632201652173,6.558004054703664,1.1069974795612825,1
355.18468935121297,10585.34654596858,2300.656582680458,117342582.20967864,3242.589551577566,10388230.836450486,11.660922124980967,134.30479425956185,14326.298165042755,4.481394921039724,34.17022857266523,1.411985615067969,0
16297.49700676894,1726.5962095188972,929.86530722751,3845783.9603103306,46983.49822011979,1941840696.3143573,4.239904153835149,20.11981569580791,1587957.9849651747,1.9418988816328249,2.4598313168401797,1.080644137162249,0
340.7807077197212,2153.9020094446564,1034.4334865910473,5709346.504470651,1179.947456457278,1276144.5092460462,5.007236957155678,24.889896050812386,21068.98863666385,2.6810451685595176,9.03948090675707,1.0782238816287018,0
5206.123396002721,3098.3761908044003,1243.541347498296,11146330.102681488,20849.57627866811,407601110.18559307,5.442308203664025,31.03412640289274,370226.85356963065,2.749034875804144,7.076688275748781,1.1072117404064372,1
348.4169216544871,10259.281547684355,2264.9515760427303,110382863.51647514,3217.3995710822114,10230265.648704804,11.66651277841664,134.39533674015783,14989.921732463814,4.024541486883339,27.79709274331409,1.4122568691771349,0
653.7160174885927,5446.004619700722,1650.9270314159223,32384526.380861383,4035.47841030032,15857741.36847885,9.089420113604389,86.30960074208924,28339.30517174948,4.148639741178489,22.408870179849984,1.2795322473751098,0
314.4118942588728,2212.617555534131,1052.0182596837465,6002418.865765843,1079.4461542846868,1066349.1607485474,4.846327608053612,23.166877660571807,20500.477141560463,2.6248590186033285,8.373794382592227,1.073480931683789,0
5591.14948280199,2800.448114950236,1182.9007275876666,9241763.77585575,21158.82307691049,416434841.460963,5.3070074216729815,29.67250805568921,395082.3410954427,2.625247359791073,6.1749050009836814,1.1041649908717297,1
351.9620126860914,9432.309594757966,2172.628041401812,93688776.89764878,3220.688901461921,10248959.741625955,11.656894687607442,134.23947952767435,15760.114116459392,3.649441006264888,22.53888918887856,1.4118240128214417,0
5880.202480625568,2888.7748395089598,1199.3716577878986,9783512.446884904,22019.04941181612,450261755.78684497,5.102272098633418,27.27337785528701,434579.15042752464,2.663999068722077,6.309011677258587,1.0967442234062272,1
14401.350871914125,2228.7263453325395,1055.0255568685336,6080300.048025113,43906.64317617552,1720394408.0640185,4.552188196879048,22.564957426088636,1211424.3725772116,2.084672114507648,3.243410903828223,1.0840652116571212,0
288.8973572058235,2077.694652478876,1019.0156902799652,5355208.045976069,952.329774815426,823470.3169994907,4.739735715415801,22.02139951607959,19190.3323969272,2.2264188983317177,6.308387767233269,1.0700214976261573,0
85329.12132406444,8161.241249426582,2011.4990130915924,70651987.01101045,614110.3969377168,369850520681.0631,9.712234702424254,99.54895717809322,3592331.77573338,5.730474707233386,33.61739721712937,1.3210084958318744,0
354.94871549217714,2544.7813149738195,1123.619629332699,7738433.012461632,1257.062846479841,1454218.4093704538,5.140248408036183,26.238960539057416,21654.36821066641,2.7172587534160795,9.372923761318336,1.0816251513916777,0
5445.067315858491,2926.8972844534783,1209.302324737414,10029139.826356484,21292.05518497451,423702855.9257696,5.277814900702191,29.137877416672826,398403.6099502381,2.692354102814104,6.599320283823708,1.1015036905805085,1
13932.501688494349,1764.5097393152842,941.1575795338632,3999272.209652528,42629.05421188699,1623121659.700102,4.579475837625898,22.925445701589517,1225393.5461341152,1.896490793649029,2.2613810024582754,1.0851730378914966,0
5416.272947553078,2933.818057481564,1210.2269014546953,10071937.547409523,20817.461612790357,404030695.3576047,5.394973780477878,30.72042709339354,380256.97989801096,2.6066532318886524,6.101376182431592,1.1074806216734865,1
352.343934536537,9888.720866140164,2224.309713518392,102734354.07008845,3228.256650268068,10297494.751795316,11.671857081019231,134.48106615307168,15188.473732054925,3.911543579453999,26.18300887370425,1.4124437978073408,0
5897.7181650010125,2737.059792407074,1168.3589605888485,8856558.9679997,21902.504126240907,444936607.44621706,5.078908249373288,27.06437685425095,439223.2390556481,2.55646766017305,5.769089126744584,1.0958086087329986,1
18325.505721187063,2081.3200153218886,1020.1315111223782,5372561.306164337,54686.145256362695,2654750323.062741,4.444632728241734,21.95741763360376,1660885.8796065238,1.8887775956953892,2.23612206974176,1.0858826456770023,0
372.4731882887332,2459.0086054769918,1109.9881953910217,7278797.115717323,1369.98248163982,1738115.7240060256,5.338503138802295,28.505270013073744,22292.25253165435,2.688288309585597,9.62096561881601,1.090368571737622,0
5878.387331119398,2618.2897881804724,1144.799138873933,8166006.483256636,22039.09303941521,451166184.38533497,5.082809990601676,27.029319904235614,440926.9704326934,2.560824657036561,5.740542129067958,1.095179819189839,1
18812.936903932925,1446.622974305886,850.9468066921986,2816828.497609258,50506.07681259751,2196937200.048639,4.05513045778606,18.62504674630917,1816384.5008727463,1.8050133651359548,1.865232364753456,1.0776230195571246,0
347.74078214219605,1757.197144618814,942.7130078494664,3976449.620225103,1228.606527737827,1388550.348435134,5.0946991630221445,25.73906997692584,21780.51747842248,2.6159827902700807,8.668978893235716,1.08031066074171,0
5878.387331119398,2618.2897881804724,1144.799138873933,8166006.483256636,22039.09303941521,451166184.38533497,5.082809990601676,27.029319904235614,440926.9704326934,2.560824657036561,5.740542129067958,1.095179819189839,1
18812.936903932925,1446.622974305886,850.9468066921986,2816828.497609258,50506.07681259751,2196937200.048639,4.05513045778606,18.62504674630917,1816384.5008727463,1.8050133651359548,1.865232364753456,1.0776230195571246,0
5381.806021748767,2984.0230509852545,1221.2143559387205,10395758.071962146,21101.869893447834,416325076.9442688,5.323873823598338,29.793036810020915,394458.5545658596,2.6098166804438936,6.13926093844742,1.104243144073372,1
356.8555313891568,11738.970139563586,2421.532890686752,143667241.4782435,3235.421765396284,10340608.129716964,11.660012544023663,134.28962549865952,16091.404701497022,3.384486388380977,20.21087350707662,1.411921302223223,0
5958.121920948089,2587.161468364324,1136.1457144604417,7984231.547875876,21944.986807924943,446083229.1751178,5.111345751818104,27.34853122738453,431395.05879453145,2.635327322143133,6.159087085776019,1.095976087518122,1
14850.896856652918,1613.832452458072,898.6968746919855,3412111.2571879784,44642.68412629331,1772420108.5530565,4.6138389096014025,23.242437633506263,1223253.9702149944,2.010237024543684,3.057404467821895,1.0855362503512285,0
5316.064121869493,3108.168789496958,1245.0554345225248,11210876.25903706,20983.44514134893,412044432.25217193,5.4000538219883385,30.62864680470945,377766.40530085895,2.746630207354749,6.946096761805833,1.1065654458060967,1
350.6541345665834,11073.659005751986,2352.17733084871,128158661.97143003,3233.600160811476,10333211.677911364,11.673105349151989,134.5016761814923,14890.525975330982,4.201562602411518,29.31801865241075,1.412523465462299,0
5211.192516701381,3033.220168431872,1231.6483837346111,10717382.33133794,20689.541295060168,400900591.5538756,5.44163299846377,31.168422909715204,369698.7287438481,2.6954802153093005,6.671116590551895,1.10852001358442,1
350.8355405196076,9723.453921435575,2205.9384432651805,99411720.57775572,3239.0824318007108,10368569.423508318,11.658440788154165,134.2645542478145,13979.666625523058,5.061540389386711,40.02272163526206,1.411922159882806,0
16664.02674246979,2071.721496003479,1015.5558702070524,5323383.682514893,48743.56955537828,2098245785.726252,4.440090836142367,21.96598235673344,1525674.3370632697,1.819723461638092,1.9015184675760928,1.0851347828113145,0
