频域幅值平均值,重心频率,均方频率,频率方差,均方根频率,频率幅值方差,频域幅值偏度指标,频域幅值峭度指标,频率标准差,频域频率歪度,频域频率峭度,平方根比率
359.4432551475227,10317.648592074038,2271.5165528477546,111613659.91938913,3316.874733842085,10872458.546328953,11.663330293959635,134.34275759947715,15050.527931139093,4.398742250980584,31.455632230248312,1.4121212606327822
360.31867192625486,10777.062714219344,2320.9755960597017,121532008.46372144,3276.0947788487438,10602967.4546613,11.660869711142771,134.30310275915866,15608.697151334953,3.7914926733539724,24.763194670165692,1.4119657468296936
356.1007237589224,10984.783727613582,2343.536561814021,126157637.15900284,3284.9974124799546,10664400.27453837,11.658311345033386,134.2616771437273,15351.576280155448,4.050221666229666,27.71571654680511,1.4119162753883312
357.11025778738633,9484.80174587685,2178.337895563817,94706620.14583804,3274.450030157736,10594495.263783023,11.656680259327096,134.2354348220875,15005.855423791752,4.314278048518714,30.224867262987985,1.4118216381015736
360.2873924725978,9661.434414628508,2198.4846221661273,98176649.58206937,3261.442932200408,10507202.994825292,11.656228507161659,134.2282753044314,15269.06680299048,4.017838942798642,27.143861430663392,1.411754627990665
360.9305716589122,9100.27846035635,2133.352195609341,87366259.64653665,3314.587153779487,10856217.12244197,11.663849837115976,134.35185135267776,15557.320811533922,3.9148947803184457,26.506712279331538,1.4121194524091472
355.5602953829928,11601.19000139512,2406.5568548698175,140379125.34419063,3261.1928799137286,10508955.876347156,11.66203704488043,134.32293440725385,14973.590071580365,4.095794679752953,29.219929271804432,1.4120507788508583
356.3049776270829,10453.869974149155,2285.514472045277,114506973.83834636,3275.9739009949394,10605051.762918163,11.659739289854874,134.28523597152767,15738.887881462788,3.6993115962853595,24.03581031718042,1.4119625772678364
355.7949822611141,11146.213128458934,2359.763157534803,129806549.26468758,3245.528308303596,10406863.930597814,11.66194103008461,134.3206679684877,14909.732915750761,4.207058818073539,29.304250386426233,1.4120236008471299
358.8953906686046,11778.593948465239,2424.0358905434223,144611225.40146425,3236.127315171639,10343714.098556826,11.660741454987752,134.30257337757504,15635.900428990972,3.675144976723242,22.959692682984542,1.4119318706095667
356.46908003280936,8807.574261535736,2099.577373879284,81981589.52137253,3247.1176449275745,10416702.794980561,11.661414799623495,134.3131375381982,15341.70114706119,3.8972595207149494,25.88383220541238,1.411988111592428
350.8355405196076,9723.453921435575,2205.9384432651805,99411720.57775573,3239.0824318007108,10368569.423508318,11.658440788154163,134.2645542478145,13979.666625523058,5.061540389386711,40.02272163526206,1.411922159882806
356.8020733539133,10489.045981270425,2289.672230422667,115262684.51997444,3239.1231838261415,10364611.280450348,11.661117230577355,134.30885809845324,15951.820965630994,3.6801903962371543,22.09854390846668,1.4119738320748203
357.783304161843,10724.785442309783,2314.902876015451,120379798.10896426,3254.777411744158,10465567.107263034,11.666909594936385,134.40130347538593,15561.620745587868,3.6730117911124935,23.847221406062673,1.4122165178601407
349.3265094137354,11712.955088342864,2419.8523724830575,143049002.40614837,3262.473601425765,10521704.989820817,11.666603208168748,134.39683544424759,15767.946835792782,3.8676330317978502,24.520763287086712,1.4123031410906264
348.4169216544871,10259.281547684355,2264.9515760427303,110382863.51647514,3217.3995710822114,10230265.648704804,11.666512778416639,134.39533674015783,14989.921732463814,4.024541486883339,27.797092743314092,1.4122568691771349
353.1211602923479,10070.56881935934,2244.100955639424,106452345.44455414,3237.627217577713,10357535.446153788,11.672447314523124,134.49115492836066,16458.20652579417,3.356159459755011,18.89010865377824,1.412472701290913
352.5844203455415,10733.0572831502,2316.19974327042,120563299.89410914,3250.0269229654077,10438359.2265296,11.670126388881208,134.4546090240897,14211.529417136366,4.839852875785376,37.42153688225542,1.412402100146937
350.6541345665834,11073.659005751986,2352.17733084871,128158661.97143003,3233.6001608114757,10333211.677911364,11.673105349151989,134.5016761814923,14890.525975330982,4.201562602411518,29.31801865241075,1.412523465462299
358.0814801967337,10187.422174540026,2256.2621203752715,108874289.31815064,3248.8511815717256,10426811.653540114,11.667732835439145,134.41547151084495,15394.92490624609,3.8824130510706785,25.61998675730652,1.4122406571558836
355.4049014624141,10820.351745940321,2325.7095720936577,122488936.91960137,3230.380937288975,10309048.35601649,11.673325734488,134.50537180011102,15604.041190283306,3.599909812237854,22.783211216601412,1.4124773827837427
359.73366448876965,10899.54043984858,2333.835928429899,124246771.94072373,3242.322007450834,10383243.690633485,11.66653889998963,134.396419960735,16021.850477829781,3.5242499558957494,21.100367969465026,1.412167257935583
353.40833448869506,11331.82810333299,2379.5334106951573,134072507.41610165,3242.9905951143305,10392090.549113927,11.668053338839355,134.42013416872496,15769.766511323613,3.6841547454143972,23.069857967116786,1.412298781179405
357.19912351658974,10755.855693600222,2319.1067550822922,121066687.84301996,3255.5623170199033,10471094.78615898,11.667350294250499,134.40893300458347,14800.841888511377,4.211867691825026,30.163428627666384,1.4122432617074656
349.46766852342375,11237.21864435963,2369.542645364744,131889815.20934632,3222.9891405339854,10265531.348656803,11.671007490928083,134.46770278204866,15470.924823101379,3.85750317144634,24.58874815068948,1.4124378632072598
358.7776143223408,10820.29808321636,2325.135057034971,122485103.64310773,3257.7898950055082,10484473.623461172,11.666439864858527,134.39452448847402,15345.90360435674,3.904337258010031,25.98896739556691,1.4121923939337728
352.0365526881645,8694.935457048467,2086.315843224271,79954616.39992742,3239.9444439681365,10373310.265571427,11.669576860824254,134.44481672792185,14759.015534341346,4.3586303332862215,31.023627428498727,1.4123596686459143
